Al,Mg,Si,Zn,liquidus,eq_liquidus
0.47,0.03,0.08,,857.6937950793363,{'LIQUID#1': 1.0}
0.47,0.03,0.09,,877.6258608721391,{'LIQUID#1': 1.0}
0.47,0.04,0.01,,814.4436664500339,{'LIQUID#1': 1.0}
0.47,0.04,0.02,,806.8591206845225,"{'FCC_A1#1': 1.5843453473312383e-16, 'LIQUID#1': 1.0}"
0.47,0.04,0.03,,799.3870137540547,"{'FCC_A1#1': 4.75969290300201e-17, 'LIQUID#1': 0.9999999999999999}"
0.47,0.04,0.04,,792.0160526492774,"{'FCC_A1#1': 4.801793898347817e-16, 'LIQUID#1': 1.0}"
0.47,0.04,0.05,,784.7363849687341,{'LIQUID#1': 1.0}
0.47,0.04,0.06,,799.3639378259334,"{'DIAMOND_A4#1': 1.457476384984444e-17, 'LIQUID#1': 1.0}"
0.47,0.04,0.07,,822.821517856746,{'LIQUID#1': 1.0}
0.47,0.04,0.08,,844.4051237814979,{'LIQUID#1': 1.0000000000000002}
0.47,0.04,0.09,,864.4987446539856,"{'DIAMOND_A4#1': 2.1917413443336697e-16, 'LIQUID#1': 1.0000000000000002}"
0.47,0.05,0.01,,811.6506332964757,"{'FCC_A1#1': 2.974641412338353e-16, 'LIQUID#1': 1.0}"
0.47,0.05,0.02,,804.6458954701784,{'LIQUID#1': 1.0}
0.47,0.05,0.03,,797.7331333605149,{'LIQUID#1': 1.0}
0.47,0.05,0.04,,798.5702823433742,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.074239142584169e-16}"
0.47,0.05,0.05,,805.0677787910902,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.2560181697607796e-16}"
0.47,0.05,0.06,,809.3190452043926,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.870235987046922e-16}"
0.47,0.05,0.07,,812.0106861603894,{'LIQUID#1': 1.0}
0.47,0.05,0.08,,830.9392708005777,"{'DIAMOND_A4#1': 1.3126994452640593e-15, 'LIQUID#1': 1.0000000000000002}"
0.47,0.05,0.09,,851.1889629233759,"{'DIAMOND_A4#1': 1.0923040094243434e-15, 'LIQUID#1': 1.0}"
0.47,0.06,0.01,,808.5629613186513,{'LIQUID#1': 1.0}
0.47,0.06,0.02,,802.12607006313,{'LIQUID#1': 1.0}
0.47,0.06,0.03,,809.6682967656349,{'LIQUID#1': 1.0}
0.47,0.06,0.04,,820.5332911297717,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.417413747238249e-16}"
0.47,0.06,0.05,,827.746777055346,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.29158269348954e-16}"
0.47,0.06,0.06,,832.6132475928666,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 5.798921178992726e-16}"
0.47,0.06,0.07,,835.846835458686,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.7599348000635673e-15}"
0.47,0.06,0.08,,837.8818955678744,{'LIQUID#1': 1.0}
0.47,0.06,0.09,,839.0022761868356,{'LIQUID#1': 0.9999999999999998}
0.47,0.07,0.01,,805.2017623570349,"{'FCC_A1#1': 1.2631781938027555e-16, 'LIQUID#1': 1.0}"
0.47,0.07,0.02,,809.3441002386015,{'LIQUID#1': 1.0}
0.47,0.07,0.03,,827.6991760809148,{'LIQUID#1': 1.0}
0.47,0.07,0.04,,839.3583447162003,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.6148702422534005e-16}"
0.47,0.07,0.05,,847.2352385327237,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 3.1017217417533114e-16}"
0.47,0.07,0.06,,852.6764883509395,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.776468215872918e-16}"
0.47,0.07,0.07,,856.4199411195859,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.036108539586183e-15}"
0.47,0.07,0.08,,858.914840443659,"{'LIQUID#1': 1.0, 'MG2SI#1': 9.241272682048034e-16}"
0.47,0.07,0.09,,860.4551292908789,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.0505488084042512e-14}"
0.47,0.08,0.01,,801.5873753605805,"{'FCC_A1#1': 7.276647166205989e-16, 'LIQUID#1': 0.9999999999999999}"
0.47,0.08,0.02,,824.060740685016,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.985620295942757e-16}"
0.47,0.08,0.03,,843.3474405488273,{'LIQUID#1': 1.0}
0.47,0.08,0.04,,855.7448806241653,{'LIQUID#1': 1.0}
0.47,0.08,0.05,,864.2441612486195,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.085208822628565e-15}"
0.47,0.08,0.06,,870.228675349674,{'LIQUID#1': 1.0}
0.47,0.08,0.07,,874.4569987188208,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.012108669808816e-15}"
0.47,0.08,0.08,,877.3914204460567,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.637460189406483e-15}"
0.47,0.08,0.09,,879.3347544990403,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.026169914132231e-15}"
0.47,0.09,0.01,,800.4969331501508,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.4001854508888714e-16}"
0.47,0.09,0.02,,836.9244937907431,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.429397471731554e-16}"
0.47,0.09,0.03,,857.0762216789354,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.2297149071409767e-16}"
0.47,0.09,0.04,,870.1666643891056,{'LIQUID#1': 1.0}
0.47,0.09,0.05,,879.2551339945865,{'LIQUID#1': 0.9999999999999999}
0.47,0.09,0.06,,885.7574388907528,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.604318239565382e-16}"
0.47,0.09,0.07,,890.4504634684926,{'LIQUID#1': 1.0}
0.47,0.09,0.08,,893.8080432561256,{'LIQUID#1': 1.0}
0.47,0.09,0.09,,896.1408639947406,{'LIQUID#1': 1.0}
0.48,0.01,0.01,,823.2098521057969,"{'FCC_A1#1': 1.3037997934424556e-16, 'LIQUID#1': 1.0}"
0.48,0.01,0.02,,814.0166250328508,"{'FCC_A1#1': 2.321423354792073e-17, 'LIQUID#1': 1.0}"
0.48,0.01,0.03,,804.991247086334,"{'FCC_A1#1': 2.0611499504802955e-16, 'LIQUID#1': 1.0}"
0.48,0.01,0.04,,796.1192470079178,{'LIQUID#1': 1.0}
0.48,0.01,0.05,,809.8343723580394,"{'DIAMOND_A4#1': 1.580692376195943e-16, 'LIQUID#1': 1.0}"
0.48,0.01,0.06,,835.4496871316876,"{'DIAMOND_A4#1': 1.0614862787594536e-15, 'LIQUID#1': 1.0}"
0.48,0.01,0.07,,858.4986226269425,"{'DIAMOND_A4#1': 8.085042126083996e-16, 'LIQUID#1': 1.0}"
0.48,0.01,0.08,,879.5941972951879,"{'DIAMOND_A4#1': 4.2166786279961765e-16, 'LIQUID#1': 1.0}"
0.48,0.01,0.09,,899.145214706744,"{'DIAMOND_A4#1': 2.2340754344461603e-16, 'LIQUID#1': 1.0}"
0.48,0.02,0.01,,821.372809638315,{'LIQUID#1': 1.0}
0.48,0.02,0.02,,812.7770081442613,{'LIQUID#1': 1.0}
0.48,0.02,0.03,,804.3267163965569,{'LIQUID#1': 1.0}
0.48,0.02,0.04,,796.0088891103156,"{'FCC_A1#1': 5.396060626748097e-16, 'LIQUID#1': 1.0}"
0.48,0.02,0.05,,796.6916130510405,{'LIQUID#1': 1.0}
0.48,0.02,0.06,,822.3824119800081,{'LIQUID#1': 1.0}
0.48,0.02,0.07,,845.548409528573,{'LIQUID#1': 0.9999999999999999}
0.48,0.02,0.08,,866.7895607119156,{'LIQUID#1': 0.9999999999999998}
0.48,0.02,0.09,,886.5058473888156,{'LIQUID#1': 0.9999999999999999}
0.48,0.03,0.01,,819.1943213402442,{'LIQUID#1': 1.0}
0.48,0.03,0.02,,811.1887252645975,"{'FCC_A1#1': 1.290084781917214e-16, 'LIQUID#1': 0.9999999999999999}"
0.48,0.03,0.03,,803.3069759618985,"{'FCC_A1#1': 5.296301306363143e-17, 'LIQUID#1': 1.0}"
0.48,0.03,0.04,,795.5372362597451,{'LIQUID#1': 1.0}
0.48,0.03,0.05,,787.8690476577016,{'LIQUID#1': 1.0}
0.48,0.03,0.06,,809.1257733929447,"{'DIAMOND_A4#1': 6.331362695846374e-17, 'LIQUID#1': 0.9999999999999999}"
0.48,0.03,0.07,,832.4022670328411,{'LIQUID#1': 1.0}
0.48,0.03,0.08,,853.7845105361383,{'LIQUID#1': 1.0}
0.48,0.03,0.09,,873.6634210177691,"{'DIAMOND_A4#1': 4.431530640349317e-16, 'LIQUID#1': 1.0}"
0.48,0.04,0.01,,816.6926375760715,"{'FCC_A1#1': 1.5641093246364004e-16, 'LIQUID#1': 1.0}"
0.48,0.04,0.02,,809.2681871648704,"{'FCC_A1#1': 4.331280281866531e-16, 'LIQUID#1': 1.0}"
0.48,0.04,0.03,,801.9466423167954,"{'FCC_A1#1': 4.2248517731666495e-16, 'LIQUID#1': 1.0}"
0.48,0.04,0.04,,794.717169959906,"{'FCC_A1#1': 1.1215362881273933e-15, 'LIQUID#1': 1.0}"
0.48,0.04,0.05,,787.5703586587821,"{'FCC_A1#1': 2.3568274373147095e-16, 'LIQUID#1': 1.0}"
0.48,0.04,0.06,,795.6956393626612,{'LIQUID#1': 1.0}
0.48,0.04,0.07,,819.0747685968138,"{'DIAMOND_A4#1': 7.090232387955526e-16, 'LIQUID#1': 0.9999999999999999}"
0.48,0.04,0.08,,840.5922405751652,{'LIQUID#1': 0.9999999999999999}
0.48,0.04,0.09,,860.6296967545697,{'LIQUID#1': 1.0}
0.48,0.05,0.01,,813.8873771474906,{'LIQUID#1': 1.0}
0.48,0.05,0.02,,807.0336809881552,"{'FCC_A1#1': 3.5673028301154803e-16, 'LIQUID#1': 0.9999999999999999}"
0.48,0.05,0.03,,800.2627325139038,{'LIQUID#1': 1.0000000000000002}
0.48,0.05,0.04,,798.3823276266478,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.3056273302695775e-16}"
0.48,0.05,0.05,,804.961122870943,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.3950515618824477e-16}"
0.48,0.05,0.06,,809.3027524156058,{'LIQUID#1': 1.0}
0.48,0.05,0.07,,812.0909852152449,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 1.0712029631571097e-16}"
0.48,0.05,0.08,,827.2259170916412,"{'DIAMOND_A4#1': 4.948304870034085e-16, 'LIQUID#1': 1.0}"
0.48,0.05,0.09,,847.4165407130959,{'LIQUID#1': 1.0000000000000002}
0.48,0.06,0.01,,810.7985085675028,{'LIQUID#1': 1.0}
0.48,0.06,0.02,,804.5041772944162,{'LIQUID#1': 1.0}
0.48,0.06,0.03,,809.2274707566785,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 9.895057322249708e-18}"
0.48,0.06,0.04,,820.1521985357248,{'LIQUID#1': 1.0}
0.48,0.06,0.05,,827.4402717509209,{'LIQUID#1': 1.0}
0.48,0.06,0.06,,832.3908265975675,{'LIQUID#1': 1.0}
0.48,0.06,0.07,,835.7150525915118,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 1.572491831935705e-15}"
0.48,0.06,0.08,,837.845516338157,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.0816280620584385e-15}"
0.48,0.06,0.09,,839.064905049268,{'LIQUID#1': 1.0}
0.48,0.07,0.01,,807.4457376349147,"{'FCC_A1#1': 2.775948421125538e-16, 'LIQUID#1': 1.0}"
0.48,0.07,0.02,,808.7165426330832,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 1.6686014741165121e-16}"
0.48,0.07,0.03,,827.0971394667671,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.8061991265974034e-17}"
0.48,0.07,0.04,,838.8089621529278,"{'LIQUID#1': 1.0, 'MG2SI#1': 9.839484111966622e-16}"
0.48,0.07,0.05,,846.7538742924015,{'LIQUID#1': 1.0}
0.48,0.07,0.06,,852.2730111045818,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.7851088967779672e-16}"
0.48,0.07,0.07,,856.10119096616,{'LIQUID#1': 1.0}
0.48,0.07,0.08,,858.6858106707307,{'LIQUID#1': 0.9999999999999998}
0.48,0.07,0.09,,860.3196083090958,{'LIQUID#1': 0.9999999999999998}
0.48,0.08,0.01,,803.8481409902901,{'LIQUID#1': 0.9999999999999999}
0.48,0.08,0.02,,823.3001972563094,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.8519875883137155e-16}"
0.48,0.08,0.03,,842.6049480639584,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.025631327797759e-16}"
0.48,0.08,0.04,,855.0482114734212,{'LIQUID#1': 1.0000000000000002}
0.48,0.08,0.05,,863.6091070195966,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.85819790290357e-16}"
0.48,0.08,0.06,,869.6654246015155,{'LIQUID#1': 0.9999999999999999}
0.48,0.08,0.07,,873.9726452880728,{'LIQUID#1': 1.0}
0.48,0.08,0.08,,876.9911650093928,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 7.603246511903867e-15}"
0.48,0.08,0.09,,879.0225572790108,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.693863234785091e-15}"
0.48,0.09,0.01,,800.0239628003358,"{'FCC_A1#1': 4.259511245723043e-16, 'LIQUID#1': 1.0}"
0.48,0.09,0.02,,836.0484469498635,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.1330127383690393e-16}"
0.48,0.09,0.03,,856.2111339242356,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.746662208683715e-16}"
0.48,0.09,0.04,,869.3408190226963,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.952593048879653e-16}"
0.48,0.09,0.05,,878.4846781552451,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 9.427645428873953e-16}"
0.48,0.09,0.06,,885.0528367083307,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.4921530444851042e-16}"
0.48,0.09,0.07,,889.8190341436409,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 2.799337759551388e-15}"
0.48,0.09,0.08,,893.2551768457105,{'LIQUID#1': 1.0}
0.48,0.09,0.09,,895.6706818138572,{'LIQUID#1': 1.0}
0.49,0.01,0.01,,825.5561460261755,{'LIQUID#1': 1.0}
0.49,0.01,0.02,,816.5481957893116,"{'FCC_A1#1': 2.876441133633157e-16, 'LIQUID#1': 1.0000000000000002}"
0.49,0.01,0.03,,807.6978071923337,{'LIQUID#1': 1.0}
0.49,0.01,0.04,,798.9909366592051,"{'FCC_A1#1': 2.604075086436916e-16, 'LIQUID#1': 1.0}"
0.49,0.01,0.05,,806.0488731463636,"{'DIAMOND_A4#1': 4.536436718810193e-16, 'LIQUID#1': 1.0}"
0.49,0.01,0.06,,831.5762993282692,{'LIQUID#1': 1.0}
0.49,0.01,0.07,,854.5540296439402,{'LIQUID#1': 1.0}
0.49,0.01,0.08,,875.5912441394771,{'LIQUID#1': 1.0}
0.49,0.01,0.09,,895.0941391832374,"{'DIAMOND_A4#1': 2.7030362358198654e-17, 'LIQUID#1': 1.0}"
0.49,0.02,0.01,,823.6655116898245,"{'FCC_A1#1': 3.6945809826393023e-16, 'LIQUID#1': 0.9999999999999999}"
0.49,0.02,0.02,,815.2445821285609,"{'FCC_A1#1': 1.0561180791758236e-16, 'LIQUID#1': 1.0}"
0.49,0.02,0.03,,806.9593520267362,{'LIQUID#1': 1.0}
0.49,0.02,0.04,,798.7972090901675,"{'FCC_A1#1': 1.2409626366592322e-16, 'LIQUID#1': 1.0}"
0.49,0.02,0.05,,793.001052437023,"{'DIAMOND_A4#1': 3.1533726159391023e-16, 'LIQUID#1': 1.0}"
0.49,0.02,0.06,,818.6017036148062,"{'DIAMOND_A4#1': 4.991149883686179e-16, 'LIQUID#1': 1.0}"
0.49,0.02,0.07,,841.693859567122,{'LIQUID#1': 1.0}
0.49,0.02,0.08,,862.8737893858254,{'LIQUID#1': 1.0}
0.49,0.02,0.09,,882.5389694208922,{'LIQUID#1': 1.0}
0.49,0.03,0.01,,821.4488352606206,{'LIQUID#1': 1.0}
0.49,0.03,0.02,,813.6081504596391,{'LIQUID#1': 0.9999999999999999}
0.49,0.03,0.03,,805.8819075175512,"{'FCC_A1#1': 1.2682210364505707e-16, 'LIQUID#1': 1.0}"
0.49,0.03,0.04,,798.2587041611064,{'LIQUID#1': 0.9999999999999998}
0.49,0.03,0.05,,790.7285027105358,{'LIQUID#1': 1.0000000000000002}
0.49,0.03,0.06,,805.4414916138653,"{'DIAMOND_A4#1': 6.673874035537256e-16, 'LIQUID#1': 1.0}"
0.49,0.03,0.07,,828.6416183007607,{'LIQUID#1': 1.0000000000000002}
0.49,0.03,0.08,,849.959838321925,"{'DIAMOND_A4#1': 5.488194537368112e-16, 'LIQUID#1': 1.0}"
0.49,0.03,0.09,,869.784672325312,"{'DIAMOND_A4#1': 2.637475688810804e-16, 'LIQUID#1': 1.0}"
0.49,0.04,0.01,,818.9227219409667,"{'FCC_A1#1': 3.6435925350492676e-16, 'LIQUID#1': 1.0}"
0.49,0.04,0.02,,811.6537350750569,"{'FCC_A1#1': 3.2242784301401456e-16, 'LIQUID#1': 1.0}"
0.49,0.04,0.03,,804.4785972437611,"{'FCC_A1#1': 4.026994691138805e-16, 'LIQUID#1': 1.0}"
0.49,0.04,0.04,,797.386914795111,"{'FCC_A1#1': 2.2525286085483353e-16, 'LIQUID#1': 1.0}"
0.49,0.04,0.05,,790.369698364633,{'LIQUID#1': 1.0000000000000002}
0.49,0.04,0.06,,792.1109909781718,{'LIQUID#1': 0.9999999999999999}
0.49,0.04,0.07,,815.4113817308989,{'LIQUID#1': 0.9999999999999998}
0.49,0.04,0.08,,836.8621337400904,"{'DIAMOND_A4#1': 2.461674077958438e-16, 'LIQUID#1': 1.0000000000000002}"
0.49,0.04,0.09,,856.8426045971999,"{'DIAMOND_A4#1': 8.594315577270091e-16, 'LIQUID#1': 1.0}"
0.49,0.05,0.01,,816.1052106343084,{'LIQUID#1': 1.0000000000000002}
0.49,0.05,0.02,,809.3980725474067,"{'FCC_A1#1': 1.858949592860377e-16, 'LIQUID#1': 1.0}"
0.49,0.05,0.03,,802.7649250145164,"{'FCC_A1#1': 5.784448763966573e-16, 'LIQUID#1': 1.0000000000000002}"
0.49,0.05,0.04,,798.224543043476,{'LIQUID#1': 1.0}
0.49,0.05,0.05,,804.8811330185358,"{'LIQUID#1': 1.0, 'MG2SI#1': 9.281580539361582e-16}"
0.49,0.05,0.06,,809.309480473822,{'LIQUID#1': 1.0}
0.49,0.05,0.07,,812.1905680633378,{'LIQUID#1': 1.0}
0.49,0.05,0.08,,823.5933987535731,{'LIQUID#1': 1.0}
0.49,0.05,0.09,,843.7242338195289,{'LIQUID#1': 0.9999999999999999}
0.49,0.06,0.01,,813.0148042278855,"{'FCC_A1#1': 9.639461874137532e-17, 'LIQUID#1': 1.0000000000000002}"
0.49,0.06,0.02,,806.8586740405569,"{'FCC_A1#1': 2.80060602746511e-16, 'LIQUID#1': 1.0}"
0.49,0.06,0.03,,808.8239973930779,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.0014935283301698e-15}"
0.49,0.06,0.04,,819.8053880554514,{'LIQUID#1': 1.0}
0.49,0.06,0.05,,827.1647462055759,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.1144033616295386e-16}"
0.49,0.06,0.06,,832.1959445886769,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.4844027872563864e-16}"
0.49,0.06,0.07,,835.6072788685341,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.9289594656215155e-16}"
0.49,0.06,0.08,,837.8295569893105,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 2.996431116553855e-16}"
0.49,0.06,0.09,,839.1443241882573,{'LIQUID#1': 0.9999999999999999}
0.49,0.07,0.01,,809.669868711472,{'LIQUID#1': 1.0}
0.49,0.07,0.02,,808.131960309242,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 8.489885756249703e-16}"
0.49,0.07,0.03,,826.5356306154678,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.9536733474333596e-16}"
0.49,0.07,0.04,,838.2972290229809,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.453067396500731e-16}"
0.49,0.07,0.05,,846.307051258411,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.595411187839372e-16}"
0.49,0.07,0.06,,851.9008293334753,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 4.449655636950468e-16}"
0.49,0.07,0.07,,855.8104028997834,{'LIQUID#1': 1.0}
0.49,0.07,0.08,,858.4813518722754,{'LIQUID#1': 1.0}
0.49,0.07,0.09,,860.2052286790663,{'LIQUID#1': 0.9999999999999999}
0.49,0.08,0.01,,806.0882768956949,{'LIQUID#1': 1.0}
0.49,0.08,0.02,,822.5850166722402,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.545741685382799e-17}"
0.49,0.08,0.03,,841.9055525856004,{'LIQUID#1': 1.0}
0.49,0.08,0.04,,854.3919436691434,{'LIQUID#1': 1.0}
0.49,0.08,0.05,,863.0115302322235,{'LIQUID#1': 0.9999999999999998}
0.49,0.08,0.06,,869.1365909361277,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.3138858956195625e-17}"
0.49,0.08,0.07,,873.5195619723899,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.3439752591627619e-15}"
0.49,0.08,0.08,,876.6189761707824,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.7407903027514163e-15}"
0.49,0.08,0.09,,878.7351860058305,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.580787654079506e-15}"
0.49,0.09,0.01,,802.2871943062294,"{'FCC_A1#1': 1.21033077715711e-16, 'LIQUID#1': 1.0}"
0.49,0.09,0.02,,835.2196534851214,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.52118041390031e-16}"
0.49,0.09,0.03,,855.3912037190936,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 3.0881248248980277e-16}"
0.49,0.09,0.04,,868.5576089621424,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.408897903977268e-16}"
0.49,0.09,0.05,,877.7541085308351,{'LIQUID#1': 1.0}
0.49,0.09,0.06,,884.3852361375864,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.173269428151104e-15}"
0.49,0.09,0.07,,889.2216360271012,{'LIQUID#1': 1.0000000000000002}
0.49,0.09,0.08,,892.7333155218647,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 1.3568114004631075e-14}"
0.49,0.09,0.09,,895.2284424062569,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.7197642031869126e-16}"
0.5,0.01,0.01,,827.8817802343334,"{'FCC_A1#1': 3.667055246886758e-16, 'LIQUID#1': 1.0}"
0.5,0.01,0.02,,819.0540317050541,{'LIQUID#1': 0.9999999999999999}
0.5,0.01,0.03,,810.37405787097,"{'FCC_A1#1': 5.853832084725358e-16, 'LIQUID#1': 1.0}"
0.5,0.01,0.04,,801.8282393043426,{'LIQUID#1': 1.0}
0.5,0.01,0.05,,802.3502787421595,{'LIQUID#1': 0.9999999999999999}
0.5,0.01,0.06,,827.7897082339271,{'LIQUID#1': 1.0}
0.5,0.01,0.07,,850.6957224580616,{'LIQUID#1': 1.0}
0.5,0.01,0.08,,871.6737647282454,"{'DIAMOND_A4#1': 6.157813173911386e-16, 'LIQUID#1': 1.0}"
0.5,0.01,0.09,,891.1274976563756,"{'DIAMOND_A4#1': 1.967893503297204e-16, 'LIQUID#1': 1.0}"
0.5,0.02,0.01,,825.9390098415292,{'LIQUID#1': 1.0}
0.5,0.02,0.02,,817.6880792944564,"{'FCC_A1#1': 9.443137106062256e-17, 'LIQUID#1': 1.0}"
0.5,0.02,0.03,,809.5635199688184,{'LIQUID#1': 1.0}
0.5,0.02,0.04,,801.5531373573964,"{'FCC_A1#1': 1.3447679581936357e-16, 'LIQUID#1': 1.0}"
0.5,0.02,0.05,,793.6460719487352,{'LIQUID#1': 1.0}
0.5,0.02,0.06,,814.9060460334322,"{'DIAMOND_A4#1': 6.090955379290303e-17, 'LIQUID#1': 1.0}"
0.5,0.02,0.07,,837.9239473187561,"{'DIAMOND_A4#1': 1.0406381596570317e-16, 'LIQUID#1': 1.0}"
0.5,0.02,0.08,,859.0419432071253,{'LIQUID#1': 0.9999999999999999}
0.5,0.02,0.09,,878.6550749765042,{'LIQUID#1': 1.0}
0.5,0.03,0.01,,823.6850242419,"{'FCC_A1#1': 6.543021318701297e-17, 'LIQUID#1': 1.0}"
0.5,0.03,0.02,,816.0045651248249,"{'FCC_A1#1': 6.167603374256523e-16, 'LIQUID#1': 1.0}"
0.5,0.03,0.03,,808.4296117771606,{'LIQUID#1': 1.0}
0.5,0.03,0.04,,800.949178254032,{'LIQUID#1': 1.0}
0.5,0.03,0.05,,793.553633800529,"{'FCC_A1#1': 4.470262139027403e-16, 'LIQUID#1': 1.0}"
0.5,0.03,0.06,,801.8403879195339,{'LIQUID#1': 1.0}
0.5,0.03,0.07,,824.9638282221174,{'LIQUID#1': 1.0}
0.5,0.03,0.08,,846.2174092210998,"{'DIAMOND_A4#1': 3.4118636815292483e-16, 'LIQUID#1': 0.9999999999999999}"
0.5,0.03,0.09,,865.987324666393,"{'DIAMOND_A4#1': 3.6937706183597844e-16, 'LIQUID#1': 1.0}"
0.5,0.04,0.01,,821.1348821076856,{'LIQUID#1': 1.0}
0.5,0.04,0.02,,814.016840766321,{'LIQUID#1': 1.0}
0.5,0.04,0.03,,806.9840512327166,{'LIQUID#1': 1.0}
0.5,0.04,0.04,,800.026540979132,{'LIQUID#1': 1.0}
0.5,0.04,0.05,,793.1357235228135,"{'FCC_A1#1': 5.754382405847978e-16, 'LIQUID#1': 1.0}"
0.5,0.04,0.06,,788.6075401438076,"{'DIAMOND_A4#1': 2.3377579096126566e-16, 'LIQUID#1': 1.0}"
0.5,0.04,0.07,,811.8289624770694,"{'DIAMOND_A4#1': 2.1652995724796446e-18, 'LIQUID#1': 0.9999999999999999}"
0.5,0.04,0.08,,833.212474699814,"{'DIAMOND_A4#1': 1.662724612464339e-15, 'LIQUID#1': 1.0}"
0.5,0.04,0.09,,853.135215548973,"{'DIAMOND_A4#1': 2.1236461612564734e-16, 'LIQUID#1': 1.0}"
0.5,0.05,0.01,,818.3051308525692,{'LIQUID#1': 1.0}
0.5,0.05,0.02,,811.7401779271057,"{'FCC_A1#1': 5.4906205207992774e-17, 'LIQUID#1': 0.9999999999999999}"
0.5,0.05,0.03,,805.2409137125575,{'LIQUID#1': 1.0}
0.5,0.05,0.04,,798.7982004654392,"{'FCC_A1#1': 2.465490803134327e-16, 'LIQUID#1': 1.0}"
0.5,0.05,0.05,,804.82645103651,{'LIQUID#1': 1.0}
0.5,0.05,0.06,,809.3380171799049,{'LIQUID#1': 1.0}
0.5,0.05,0.07,,812.3083697886368,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.9371581587189242e-16}"
0.5,0.05,0.08,,820.0394370527472,{'LIQUID#1': 1.0}
0.5,0.05,0.09,,840.1098326156699,"{'DIAMOND_A4#1': 4.966438487294489e-16, 'LIQUID#1': 1.0}"
0.5,0.06,0.01,,815.2128828678874,{'LIQUID#1': 1.0}
0.5,0.06,0.02,,809.1907062968005,{'LIQUID#1': 1.0}
0.5,0.06,0.03,,808.4561603009273,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.646623853622979e-16}"
0.5,0.06,0.04,,819.49127626699,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.7610446631103133e-16}"
0.5,0.06,0.05,,826.918753374218,{'LIQUID#1': 0.9999999999999999}
0.5,0.06,0.06,,832.0272909936814,{'LIQUID#1': 1.0}
