Al,Mg,Si,Zn,liquidus,eq_liquidus
0.5,0.06,0.07,,835.5223401714813,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 8.331228920014489e-16}"
0.5,0.06,0.08,,837.8329795146926,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.0828333758304594e-16}"
0.5,0.06,0.09,,839.2396310029458,{'LIQUID#1': 1.0}
0.5,0.07,0.01,,811.8752328917502,"{'FCC_A1#1': 1.1406831567145443e-15, 'LIQUID#1': 1.0}"
0.5,0.07,0.02,,807.5884669435775,{'LIQUID#1': 1.0}
0.5,0.07,0.03,,826.0128849786081,{'LIQUID#1': 1.0}
0.5,0.07,0.04,,837.8215059641886,"{'LIQUID#1': 1.0, 'MG2SI#1': 7.381329458555263e-16}"
0.5,0.07,0.05,,845.8932578127825,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.664136564826132e-16}"
0.5,0.07,0.06,,851.5585595115797,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 4.924156095770347e-16}"
0.5,0.07,0.07,,855.5463211357471,"{'LIQUID#1': 1.0, 'MG2SI#1': 9.94219275081516e-16}"
0.5,0.07,0.08,,858.3003352743625,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 2.291296262904371e-15}"
0.5,0.07,0.09,,860.1109876960235,{'LIQUID#1': 1.0}
0.5,0.08,0.01,,808.3089027022996,{'LIQUID#1': 0.9999999999999998}
0.5,0.08,0.02,,821.913290281957,{'LIQUID#1': 1.0}
0.5,0.08,0.03,,841.2474580864994,{'LIQUID#1': 1.0}
0.5,0.08,0.04,,853.7744001896319,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.510663679917917e-16}"
0.5,0.08,0.05,,862.4498743757684,{'LIQUID#1': 1.0}
0.5,0.08,0.06,,868.6407384606665,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.0824961782493842e-16}"
0.5,0.08,0.07,,873.096432899679,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.2051575976006756e-17}"
0.5,0.08,0.08,,876.273657094655,{'LIQUID#1': 1.0}
0.5,0.08,0.09,,878.4715616765967,{'LIQUID#1': 0.9999999999999999}
0.5,0.09,0.01,,804.5300277682031,{'LIQUID#1': 1.0}
0.5,0.09,0.02,,834.4361930052069,{'LIQUID#1': 1.0}
0.5,0.09,0.03,,854.6146186546882,{'LIQUID#1': 0.9999999999999998}
0.5,0.09,0.04,,867.8153344301678,{'LIQUID#1': 0.9999999999999999}
0.5,0.09,0.05,,877.0618393227395,{'LIQUID#1': 1.0}
0.5,0.09,0.06,,883.7531652935091,{'LIQUID#1': 0.9999999999999999}
0.5,0.09,0.07,,888.6569103676723,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.506903745967883e-15}"
0.5,0.09,0.08,,892.2412124914719,{'LIQUID#1': 1.0}
0.5,0.09,0.09,,894.8130095343334,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.429171194754354e-15}"
0.51,0.01,0.01,,830.1875957183269,"{'FCC_A1#1': 3.1356430203632346e-16, 'LIQUID#1': 1.0}"
0.51,0.01,0.02,,821.5351003956248,"{'FCC_A1#1': 7.384213897038391e-16, 'LIQUID#1': 1.0}"
0.51,0.01,0.03,,813.0210775912486,{'LIQUID#1': 1.0}
0.51,0.01,0.04,,804.632317588265,"{'FCC_A1#1': 5.087475581451805e-16, 'LIQUID#1': 1.0}"
0.51,0.01,0.05,,798.7360337289981,"{'DIAMOND_A4#1': 8.02755600371175e-16, 'LIQUID#1': 1.0}"
0.51,0.01,0.06,,824.0874162025897,"{'DIAMOND_A4#1': 2.511038937791819e-16, 'LIQUID#1': 1.0}"
0.51,0.01,0.07,,846.921269899037,{'LIQUID#1': 1.0}
0.51,0.01,0.08,,867.8394069998491,"{'DIAMOND_A4#1': 4.167752891755923e-16, 'LIQUID#1': 1.0}"
0.51,0.01,0.09,,887.2430206502926,{'LIQUID#1': 1.0}
0.51,0.02,0.01,,828.194135168517,"{'FCC_A1#1': 1.7706471097248697e-16, 'LIQUID#1': 1.0}"
0.51,0.02,0.02,,820.1084536382391,{'LIQUID#1': 1.0}
0.51,0.02,0.03,,812.1402785934844,"{'FCC_A1#1': 5.991726098988062e-16, 'LIQUID#1': 1.0}"
0.51,0.02,0.04,,804.2778197802427,{'LIQUID#1': 1.0}
0.51,0.02,0.05,,796.5106135634117,"{'FCC_A1#1': 3.659210272573053e-16, 'LIQUID#1': 1.0}"
0.51,0.02,0.06,,811.2929809288646,{'LIQUID#1': 1.0}
0.51,0.02,0.07,,834.2362772943492,{'LIQUID#1': 1.0}
0.51,0.02,0.08,,855.2916992033329,{'LIQUID#1': 0.9999999999999999}
0.51,0.02,0.09,,874.8519187726804,"{'DIAMOND_A4#1': 2.3743715267417934e-16, 'LIQUID#1': 1.0}"
0.51,0.03,0.01,,825.9037283887247,"{'FCC_A1#1': 7.517541439542602e-16, 'LIQUID#1': 0.9999999999999999}"
0.51,0.03,0.02,,818.3789281914402,"{'FCC_A1#1': 3.792472066351405e-17, 'LIQUID#1': 1.0}"
0.51,0.03,0.03,,810.9511483061594,"{'FCC_A1#1': 1.0090762627467546e-16, 'LIQUID#1': 1.0}"
0.51,0.03,0.04,,803.6098038049709,{'LIQUID#1': 1.0}
0.51,0.03,0.05,,796.3456518300326,{'LIQUID#1': 1.0}
0.51,0.03,0.06,,798.3200476934812,"{'DIAMOND_A4#1': 4.8492942390940706e-18, 'LIQUID#1': 1.0}"
0.51,0.03,0.07,,821.3665422668821,"{'DIAMOND_A4#1': 1.3921975411483236e-16, 'LIQUID#1': 1.0}"
0.51,0.03,0.08,,842.5549386430173,"{'DIAMOND_A4#1': 4.231262171180594e-16, 'LIQUID#1': 1.0}"
0.51,0.03,0.09,,862.2691648961166,"{'DIAMOND_A4#1': 7.821784727606163e-17, 'LIQUID#1': 1.0}"
0.51,0.04,0.01,,823.3299799946114,"{'FCC_A1#1': 4.882573131356572e-16, 'LIQUID#1': 1.0}"
0.51,0.04,0.02,,816.358480336821,{'LIQUID#1': 0.9999999999999999}
0.51,0.04,0.03,,809.464079595086,"{'FCC_A1#1': 3.640599294946436e-16, 'LIQUID#1': 1.0}"
0.51,0.04,0.04,,802.6372061363767,{'LIQUID#1': 1.0}
0.51,0.04,0.05,,795.869656653159,"{'FCC_A1#1': 7.095060499623446e-17, 'LIQUID#1': 1.0000000000000002}"
0.51,0.04,0.06,,789.1544534279406,"{'FCC_A1#1': 5.454810565834254e-17, 'LIQUID#1': 1.0}"
0.51,0.04,0.07,,808.3252028427933,"{'DIAMOND_A4#1': 6.70488648612126e-16, 'LIQUID#1': 1.0}"
0.51,0.04,0.08,,829.6410190245621,"{'DIAMOND_A4#1': 8.956277702764637e-16, 'LIQUID#1': 1.0}"
0.51,0.04,0.09,,849.5053539137107,"{'DIAMOND_A4#1': 9.915319727554263e-16, 'LIQUID#1': 1.0}"
0.51,0.05,0.01,,820.4880300505126,{'LIQUID#1': 1.0}
0.51,0.05,0.02,,814.0610028986807,{'LIQUID#1': 1.0}
0.51,0.05,0.03,,807.6917999815021,{'LIQUID#1': 1.0}
0.51,0.05,0.04,,801.3716903055564,{'LIQUID#1': 1.0}
0.51,0.05,0.05,,804.7957824102002,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.326994695412825e-16}"
0.51,0.05,0.06,,809.387207454429,{'LIQUID#1': 0.9999999999999999}
0.51,0.05,0.07,,812.4433766336978,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.3009696616751613e-17}"
0.51,0.05,0.08,,816.5618337052381,{'LIQUID#1': 1.0}
0.51,0.05,0.09,,836.5712039810376,"{'DIAMOND_A4#1': 1.8444915549028232e-15, 'LIQUID#1': 1.0}"
0.51,0.06,0.01,,817.3936742908971,"{'FCC_A1#1': 1.6790073772778518e-16, 'LIQUID#1': 1.0}"
0.51,0.06,0.02,,811.5013142283434,"{'FCC_A1#1': 5.158647774234512e-16, 'LIQUID#1': 1.0}"
0.51,0.06,0.03,,808.1223171400293,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.09680730800244e-16}"
0.51,0.06,0.04,,819.2083496300172,{'LIQUID#1': 1.0}
0.51,0.06,0.05,,826.7009093775365,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 7.7837790621407845e-16}"
0.51,0.06,0.06,,831.8836131484371,{'LIQUID#1': 1.0}
0.51,0.06,0.07,,835.459115166317,{'LIQUID#1': 1.0}
0.51,0.06,0.08,,837.8547936279562,{'LIQUID#1': 1.0000000000000002}
0.51,0.06,0.09,,839.349965748634,{'LIQUID#1': 1.0}
0.51,0.07,0.01,,814.0627985418748,"{'FCC_A1#1': 2.288004037738578e-16, 'LIQUID#1': 1.0}"
0.51,0.07,0.02,,808.6945193987657,"{'FCC_A1#1': 7.643489190387898e-16, 'LIQUID#1': 0.9999999999999999}"
0.51,0.07,0.03,,825.5272094859711,{'LIQUID#1': 1.0}
0.51,0.07,0.04,,837.3802218259955,{'LIQUID#1': 1.0}
0.51,0.07,0.05,,845.5110454794504,{'LIQUID#1': 1.0}
0.51,0.07,0.06,,851.2448763677663,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.3744809455310896e-15}"
0.51,0.07,0.07,,855.3077434159272,{'LIQUID#1': 0.9999999999999998}
0.51,0.07,0.08,,858.1416810418993,"{'LIQUID#1': 0.9999999999999998, 'MG2SI#1': 2.780169984329681e-15}"
0.51,0.07,0.09,,860.0359271309889,{'LIQUID#1': 1.0000000000000002}
0.51,0.08,0.01,,810.5110284265328,{'LIQUID#1': 1.0}
0.51,0.08,0.02,,821.283184377655,{'LIQUID#1': 1.0}
0.51,0.08,0.03,,840.6289410063652,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.002281480938876e-16}"
0.51,0.08,0.04,,853.1939714751933,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.476390128600975e-16}"
0.51,0.08,0.05,,861.9226456186915,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.853489531296236e-16}"
0.51,0.08,0.06,,868.1764893737982,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.3983849205553606e-16}"
0.51,0.08,0.07,,872.7019958768826,{'LIQUID#1': 0.9999999999999999}
0.51,0.08,0.08,,875.9540603718906,{'LIQUID#1': 1.0}
0.51,0.08,0.09,,878.23065060908,{'LIQUID#1': 1.0}
0.51,0.09,0.01,,806.7535134831012,{'LIQUID#1': 1.0}
0.51,0.09,0.02,,833.6962213585048,{'LIQUID#1': 1.0000000000000002}
0.51,0.09,0.03,,853.8796375519277,{'LIQUID#1': 1.0}
0.51,0.09,0.04,,867.1123621159148,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 3.484247935987847e-16}"
0.51,0.09,0.05,,876.4063466554364,{'LIQUID#1': 0.9999999999999999}
0.51,0.09,0.06,,883.1552098719903,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 1.5253677314138824e-16}"
0.51,0.09,0.07,,888.1235518387913,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 5.553219317637666e-16}"
0.51,0.09,0.08,,891.7776704037242,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 4.888639765859973e-15}"
0.51,0.09,0.09,,894.423292581397,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 3.067344688894177e-15}"
0.52,0.01,0.01,,832.474351603255,"{'FCC_A1#1': 8.732350712084763e-16, 'LIQUID#1': 1.0}"
0.52,0.01,0.02,,823.9922893353472,"{'FCC_A1#1': 6.774385231830078e-16, 'LIQUID#1': 1.0}"
0.52,0.01,0.03,,815.6398623424794,"{'FCC_A1#1': 1.1184467115770823e-15, 'LIQUID#1': 1.0}"
0.52,0.01,0.04,,807.4042585175782,"{'FCC_A1#1': 1.7327034066548394e-16, 'LIQUID#1': 0.9999999999999999}"
0.52,0.01,0.05,,799.2739907651819,{'LIQUID#1': 1.0}
0.52,0.01,0.06,,820.4670097616441,"{'DIAMOND_A4#1': 3.914961274125846e-16, 'LIQUID#1': 1.0}"
0.52,0.01,0.07,,843.2283267439406,{'LIQUID#1': 1.0}
0.52,0.01,0.08,,864.0858963105771,"{'DIAMOND_A4#1': 1.4595416849769899e-16, 'LIQUID#1': 1.0}"
0.52,0.01,0.09,,883.4385115850775,"{'DIAMOND_A4#1': 2.085103065665897e-17, 'LIQUID#1': 1.0}"
0.52,0.02,0.01,,830.4316341345565,"{'FCC_A1#1': 3.679116230610254e-16, 'LIQUID#1': 1.0}"
0.52,0.02,0.02,,822.506575191732,"{'FCC_A1#1': 2.703683972583743e-16, 'LIQUID#1': 1.0}"
0.52,0.02,0.03,,814.6906034502772,{'LIQUID#1': 1.0}
0.52,0.02,0.04,,806.9723200293845,"{'FCC_A1#1': 2.907129974098808e-16, 'LIQUID#1': 1.0}"
0.52,0.02,0.05,,799.341642800581,"{'FCC_A1#1': 9.259628793346356e-17, 'LIQUID#1': 1.0}"
0.52,0.02,0.06,,807.7601343101443,{'LIQUID#1': 1.0000000000000002}
0.52,0.02,0.07,,830.6285361207124,{'LIQUID#1': 1.0}
0.52,0.02,0.08,,851.6208131575683,"{'DIAMOND_A4#1': 2.4931371392409803e-16, 'LIQUID#1': 0.9999999999999999}"
0.52,0.02,0.09,,871.1273315202391,"{'DIAMOND_A4#1': 5.999009819530273e-16, 'LIQUID#1': 1.0}"
0.52,0.03,0.01,,828.1057006637049,"{'FCC_A1#1': 6.393268511030938e-16, 'LIQUID#1': 1.0}"
0.52,0.03,0.02,,820.7321108808834,"{'FCC_A1#1': 5.362804204955643e-16, 'LIQUID#1': 1.0}"
0.52,0.03,0.03,,813.4474906526535,"{'FCC_A1#1': 5.247934288965857e-16, 'LIQUID#1': 0.9999999999999999}"
0.52,0.03,0.04,,806.2416395161031,"{'FCC_A1#1': 8.075972181284999e-16, 'LIQUID#1': 1.0}"
0.52,0.03,0.05,,799.105686549238,"{'FCC_A1#1': 4.919347044923573e-17, 'LIQUID#1': 0.9999999999999999}"
0.52,0.03,0.06,,794.8781419895955,{'LIQUID#1': 1.0}
0.52,0.03,0.07,,817.8474860884651,"{'DIAMOND_A4#1': 6.152504168416867e-16, 'LIQUID#1': 1.0}"
0.52,0.03,0.08,,838.9702150659099,{'LIQUID#1': 1.0000000000000002}
0.52,0.03,0.09,,858.6280537094866,"{'DIAMOND_A4#1': 2.2634553072482654e-16, 'LIQUID#1': 1.0000000000000002}"
0.52,0.04,0.01,,825.5087874363473,{'LIQUID#1': 1.0000000000000002}
0.52,0.04,0.02,,818.6795423074043,"{'FCC_A1#1': 4.307865722883158e-17, 'LIQUID#1': 1.0}"
0.52,0.04,0.03,,811.919669163122,"{'FCC_A1#1': 3.7622626142164976e-16, 'LIQUID#1': 1.0}"
0.52,0.04,0.04,,805.2199785635468,{'LIQUID#1': 1.0}
0.52,0.04,0.05,,798.5726358498504,{'LIQUID#1': 1.0}
0.52,0.04,0.06,,791.9710132540829,"{'FCC_A1#1': 2.2861608866550345e-16, 'LIQUID#1': 1.0}"
0.52,0.04,0.07,,804.8978756545055,{'LIQUID#1': 1.0}
0.52,0.04,0.08,,826.1455991315592,"{'DIAMOND_A4#1': 1.1100103163750057e-16, 'LIQUID#1': 1.0}"
0.52,0.04,0.09,,845.9509176776139,"{'DIAMOND_A4#1': 5.0772185298009437e-17, 'LIQUID#1': 1.0}"
0.52,0.05,0.01,,822.6547083715315,"{'FCC_A1#1': 8.482328497819074e-16, 'LIQUID#1': 0.9999999999999999}"
0.52,0.05,0.02,,816.3614600559558,{'LIQUID#1': 1.0}
0.52,0.05,0.03,,810.1185943623411,{'LIQUID#1': 1.0}
0.52,0.05,0.04,,803.9177647825451,{'LIQUID#1': 0.9999999999999999}
0.52,0.05,0.05,,804.7878921105005,{'LIQUID#1': 1.0}
0.52,0.05,0.06,,809.4559525662155,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.472320193367336e-16}"
0.52,0.05,0.07,,812.5946232622109,"{'LIQUID#1': 1.0, 'MG2SI#1': 7.279585101711841e-17}"
0.52,0.05,0.08,,814.6127361491825,{'LIQUID#1': 1.0}
0.52,0.05,0.09,,833.10628797678,{'LIQUID#1': 1.0000000000000002}
0.52,0.06,0.01,,819.5580121538314,{'LIQUID#1': 1.0}
0.52,0.06,0.02,,813.7914447916494,{'LIQUID#1': 1.0}
0.52,0.06,0.03,,808.0569566057405,"{'FCC_A1#1': 1.9007085450233967e-16, 'LIQUID#1': 1.0}"
0.52,0.06,0.04,,818.9551591151572,{'LIQUID#1': 1.0}
0.52,0.06,0.05,,826.5098908092227,{'LIQUID#1': 1.0}
0.52,0.06,0.06,,831.763713766291,{'LIQUID#1': 0.9999999999999998}
0.52,0.06,0.07,,835.4165329274507,{'LIQUID#1': 0.9999999999999998}
0.52,0.06,0.08,,837.8940545862505,{'LIQUID#1': 0.9999999999999999}
0.52,0.06,0.09,,839.4745094435693,{'LIQUID#1': 1.0}
0.52,0.07,0.01,,816.2334381801688,{'LIQUID#1': 1.0}
0.52,0.07,0.02,,810.9834515434782,{'LIQUID#1': 1.0000000000000002}
0.52,0.07,0.03,,825.0769844973687,"{'LIQUID#1': 1.0, 'MG2SI#1': 7.110614231641186e-16}"
0.52,0.07,0.04,,836.9718709091261,{'LIQUID#1': 1.0}
0.52,0.07,0.05,,845.1590263359548,{'LIQUID#1': 1.0}
0.52,0.07,0.06,,850.958510452635,{'LIQUID#1': 1.0}
0.52,0.07,0.07,,855.0935187174703,{'LIQUID#1': 1.0}
0.52,0.07,0.08,,858.0043561180478,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.0535179160077175e-15}"
0.52,0.07,0.09,,859.9791311928576,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.295640887459207e-16}"
0.52,0.08,0.01,,812.6955661202534,"{'FCC_A1#1': 5.494878998950381e-16, 'LIQUID#1': 0.9999999999999999}"
0.52,0.08,0.02,,820.6929415677223,{'LIQUID#1': 1.0}
0.52,0.08,0.03,,840.0483474051892,{'LIQUID#1': 1.0000000000000002}
0.52,0.08,0.04,,852.6491127694106,{'LIQUID#1': 0.9999999999999999}
0.52,0.08,0.05,,861.4284103156456,{'LIQUID#1': 0.9999999999999999}
0.52,0.08,0.06,,867.7425216208967,{'LIQUID#1': 0.9999999999999999}
0.52,0.08,0.07,,872.3350401793721,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.199513117499768e-16}"
0.52,0.08,0.08,,875.659085931279,{'LIQUID#1': 1.0}
0.52,0.08,0.09,,878.0114624647397,{'LIQUID#1': 1.0}
0.52,0.09,0.01,,808.9586024666722,{'LIQUID#1': 1.0}
0.52,0.09,0.02,,832.9979671795205,{'LIQUID#1': 0.9999999999999998}
0.52,0.09,0.03,,853.1845877049083,{'LIQUID#1': 1.0}
0.52,0.09,0.04,,866.4471226011733,{'LIQUID#1': 0.9999999999999997}
0.52,0.09,0.05,,875.7861661644878,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.260539181025046e-16}"
0.52,0.09,0.06,,882.5900108823665,{'LIQUID#1': 1.0}
0.52,0.09,0.07,,887.6203064009865,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.1855645096667057e-15}"
0.52,0.09,0.08,,891.341539328294,{'LIQUID#1': 1.0}
0.52,0.09,0.09,,894.058244636106,{'LIQUID#1': 1.0}
0.53,0.01,0.01,,834.7427339315776,{'LIQUID#1': 1.0}
0.53,0.01,0.02,,826.4264116869313,{'LIQUID#1': 1.0}
0.53,0.01,0.03,,818.2313325588343,{'LIQUID#1': 1.0}
0.53,0.01,0.04,,810.1450752552972,"{'FCC_A1#1': 1.0185099687410878e-16, 'LIQUID#1': 1.0}"
0.53,0.01,0.05,,802.1565337725564,{'LIQUID#1': 0.9999999999999999}
0.53,0.01,0.06,,816.9261608008892,{'LIQUID#1': 1.0}
0.53,0.01,0.07,,839.6146236599491,"{'DIAMOND_A4#1': 1.8573745323308188e-16, 'LIQUID#1': 1.0}"
0.53,0.01,0.08,,860.4110324871872,{'LIQUID#1': 1.0}
0.53,0.01,0.09,,879.7118440717667,"{'DIAMOND_A4#1': 3.897187760005946e-16, 'LIQUID#1': 1.0}"
0.53,0.02,0.01,,832.65217947823,{'LIQUID#1': 1.0}
0.53,0.02,0.02,,824.8832372994343,"{'FCC_A1#1': 1.677199428256774e-16, 'LIQUID#1': 1.0}"
0.53,0.02,0.03,,817.2153942545525,{'LIQUID#1': 1.0}
0.53,0.02,0.04,,809.6376268720544,{'LIQUID#1': 1.0}
0.53,0.02,0.05,,802.1402202986444,"{'FCC_A1#1': 6.907490326193393e-16, 'LIQUID#1': 1.0}"
0.53,0.02,0.06,,804.3052149161722,"{'DIAMOND_A4#1': 8.338755631304595e-16, 'LIQUID#1': 1.0}"
0.53,0.02,0.07,,827.0984892141782,"{'DIAMOND_A4#1': 2.481016218307222e-16, 'LIQUID#1': 1.0}"
0.53,0.02,0.08,,848.027112358554,"{'DIAMOND_A4#1': 1.6973993148929066e-16, 'LIQUID#1': 1.0}"
0.53,0.02,0.09,,867.479211058318,{'LIQUID#1': 1.0}
0.53,0.03,0.01,,830.2916152919719,{'LIQUID#1': 1.0}
0.53,0.03,0.02,,823.0649065715601,"{'FCC_A1#1': 1.9999857721078486e-16, 'LIQUID#1': 1.0}"
0.53,0.03,0.03,,815.9195347235744,"{'FCC_A1#1': 2.7518499845991253e-18, 'LIQUID#1': 1.0}"
0.53,0.03,0.04,,808.8456675108631,"{'FCC_A1#1': 1.92984719978835e-16, 'LIQUID#1': 1.0}"
0.53,0.03,0.05,,801.8347898964705,{'LIQUID#1': 1.0}
0.53,0.03,0.06,,794.8795720756385,"{'FCC_A1#1': 1.1926221636309557e-16, 'LIQUID#1': 1.0}"
0.53,0.03,0.07,,814.4044660954552,"{'DIAMOND_A4#1': 4.493042624559267e-16, 'LIQUID#1': 1.0}"
0.53,0.03,0.08,,835.4611049918251,{'LIQUID#1': 1.0}
0.53,0.03,0.09,,855.06192265389,"{'DIAMOND_A4#1': 4.277598044321717e-16, 'LIQUID#1': 1.0}"
0.53,0.04,0.01,,827.6719953981267,"{'FCC_A1#1': 2.281329802742024e-16, 'LIQUID#1': 1.0}"
0.53,0.04,0.02,,820.9808329149392,"{'FCC_A1#1': 6.781650371902084e-17, 'LIQUID#1': 1.0}"
0.53,0.04,0.03,,814.351725818377,"{'FCC_A1#1': 2.0357931656543685e-16, 'LIQUID#1': 0.9999999999999998}"
0.53,0.04,0.04,,807.7758499891189,{'LIQUID#1': 1.0}
0.53,0.04,0.05,,801.2457195978179,"{'FCC_A1#1': 1.4466080798227516e-16, 'LIQUID#1': 1.0}"
0.53,0.04,0.06,,794.7550414996098,{'LIQUID#1': 1.0}
0.53,0.04,0.07,,801.5448312834504,"{'DIAMOND_A4#1': 1.0740463771768645e-15, 'LIQUID#1': 0.9999999999999999}"
0.53,0.04,0.08,,822.7241217496345,{'LIQUID#1': 1.0}
0.53,0.04,0.09,,842.4698754532398,{'LIQUID#1': 1.0}
0.53,0.05,0.01,,824.8058829591421,"{'FCC_A1#1': 1.3151574147310534e-16, 'LIQUID#1': 1.0000000000000002}"
0.53,0.05,0.02,,818.6423808174727,"{'FCC_A1#1': 9.574968476967342e-17, 'LIQUID#1': 1.0}"
0.53,0.05,0.03,,812.5222242203962,{'LIQUID#1': 1.0}
0.53,0.05,0.04,,806.4374337636209,{'LIQUID#1': 1.0}
0.53,0.05,0.05,,804.8016021551681,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.3798115021135184e-17}"
0.53,0.05,0.06,,809.5432026488375,{'LIQUID#1': 1.0}
0.53,0.05,0.07,,812.7611917857108,{'LIQUID#1': 1.0}
0.53,0.05,0.08,,814.8628286610375,"{'LIQUID#1': 1.0, 'MG2SI#1': 7.510449185799202e-16}"
0.53,0.05,0.09,,829.7130947009767,{'LIQUID#1': 1.0000000000000002}
0.53,0.06,0.01,,821.706647183745,{'LIQUID#1': 1.0}
0.53,0.06,0.02,,816.0619588168813,{'LIQUID#1': 1.0}
0.53,0.06,0.03,,810.4425597614608,"{'FCC_A1#1': 5.010537538800276e-16, 'LIQUID#1': 1.0}"
0.53,0.06,0.04,,818.7303189233156,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.755471468156179e-17}"
0.53,0.06,0.05,,826.3444316294176,{'LIQUID#1': 1.0000000000000002}
0.53,0.06,0.06,,831.6664485105508,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 7.521311309723874e-17}"
0.53,0.06,0.07,,835.3935706656569,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.419568445287158e-16}"
0.53,0.06,0.08,,837.9498610657465,{'LIQUID#1': 0.9999999999999999}
0.53,0.06,0.09,,839.6124819654525,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.0351532788038112e-16}"
0.53,0.07,0.01,,818.3879375189842,{'LIQUID#1': 1.0}
0.53,0.07,0.02,,813.252432507756,"{'FCC_A1#1': 6.706857502636654e-17, 'LIQUID#1': 1.0}"
0.53,0.07,0.03,,824.6606552442502,{'LIQUID#1': 1.0}
0.53,0.07,0.04,,836.59501030348,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.969690892368914e-16}"
0.53,0.07,0.05,,844.8358705211151,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 5.307302469338475e-16}"
0.53,0.07,0.06,,850.6982458001045,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.0176938928700536e-16}"
0.53,0.07,0.07,,854.9025450560837,{'LIQUID#1': 1.0}
0.53,0.07,0.08,,857.8873721596597,{'LIQUID#1': 0.9999999999999998}
0.53,0.07,0.09,,859.93972458771,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.337817544570095e-15}"
0.53,0.08,0.01,,814.8633383181873,"{'FCC_A1#1': 1.0937538860255548e-16, 'LIQUID#1': 0.9999999999999999}"
0.53,0.08,0.02,,820.1408753938662,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.2807379131947467e-16}"
0.53,0.08,0.03,,839.5040902151387,{'LIQUID#1': 1.0}
0.53,0.08,0.04,,852.1383415548048,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 2.0955280542320015e-16}"
0.53,0.08,0.05,,860.9657926058554,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.27422717645226e-17}"
0.53,0.08,0.06,,867.337566639028,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.269569733573873e-15}"
0.53,0.08,0.07,,871.9944044291884,{'LIQUID#1': 1.0}
0.53,0.08,0.08,,875.3876790398167,{'LIQUID#1': 0.9999999999999999}
0.53,0.08,0.09,,877.8130483611238,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.703913078897717e-15}"
0.53,0.09,0.01,,811.1461556870679,"{'FCC_A1#1': 7.365003666935573e-16, 'LIQUID#1': 1.0}"
0.53,0.09,0.02,,832.3397315795796,{'LIQUID#1': 0.9999999999999998}
0.53,0.09,0.03,,852.5278622217564,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.2378131380967355e-16}"
0.53,0.09,0.04,,865.8181078797024,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 2.4939476827702175e-16}"
0.53,0.09,0.05,,875.1998906744041,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 5.720517392215568e-16}"
0.53,0.09,0.06,,882.0562624673089,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.3576872307335477e-16}"
0.53,0.09,0.07,,887.1459692499462,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.3139260605847455e-16}"
0.53,0.09,0.08,,890.9317148203853,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.526317954893064e-15}"
0.53,0.09,0.09,,893.7168606625348,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.829149719597623e-15}"
